Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date,Date,USD_KES_Rate,CBR_Rate,Remittance_M_USD,CPI_Index
0173 Bed Apartment with En Suite at Turbo Road3 Be,15800000,Kilimani,3.0,5.0,140,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Turbo Road4 Bed A,20000000,Kilimani,4.0,6.0,180,2026-06-02,2026-06-02,129.491871,10,,
0174 Bed Apartment with En Suite at Turbo Road4 Be,20000000,Kilimani,4.0,6.0,180,2026-06-02,2026-06-02,129.491871,10,,
062 Bed Apartment with En Suite at Wood Avenue2 Be,11500000,Kilimani,2.0,2.0,100,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with En Suite at General Matheng,31600000,"Westlands Area, Westlands",3.0,4.0,240,2026-06-02,2026-06-02,129.491871,10,,
064 Bed Apartment with En Suite at General Matheng,49900000,"Westlands Area, Westlands",4.0,5.0,340,2026-06-02,2026-06-02,129.491871,10,,
082 Bed Apartment with En Suite at Lenana Road2 Be,11200000,Kilimani,2.0,2.0,100,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Lenana Road1,9000000,Kilimani,1.0,1.0,85,2026-06-02,2026-06-02,129.491871,10,,
081 Bed Apartment with Swimming Pool at Lenana Roa,9000000,Kilimani,1.0,1.0,85,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool at Muthangari ,6700000,"Westlands Area, Westlands",,1.0,41,2026-06-02,2026-06-02,129.491871,10,,
012Studio Apartment with Swimming Pool at Muthanga,6700000,"Westlands Area, Westlands",,1.0,41,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Brookside Gardens,26000000,"Westlands Area, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0183 Bed Apartment with En Suite at Brookside Gard,26000000,"Westlands Area, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0192 Bed Apartment with En Suite at Gatundu Road2 ,18000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Gitanga Road3 Bed,20500000,Lavington,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite at Gitanga Road3 ,20500000,Lavington,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0104 Bed Apartment with En Suite at Valley Arcade4,29000000,Lavington,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
072 Bed Apartment with En Suite at Riverside Drive,12000000,"Riverside, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite at Riverside Driv,23300000,"Westlands Area, Westlands",3.0,4.0,200,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Peponi Road2 Bed ,13200000,"Westlands Area, Westlands",2.0,2.0,113,2026-06-02,2026-06-02,129.491871,10,,
0142 Bed Apartment with En Suite at Peponi Road2 B,13200000,"Westlands Area, Westlands",2.0,2.0,113,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with Swimming Pool at Nairobi1 ,6900000,Upper Hill,1.0,1.0,70,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Ndemi Road3 Bed A,22500000,Kilimani,3.0,4.0,201,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Nairobi1 Bed,6900000,Upper Hill,1.0,1.0,70,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Matundu Close3 Be,21700000,"Westlands Area, Westlands",3.0,4.0,18089,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite in Dennis Pritt1 Bed,7000000,Nairobi,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with En Suite in Dennis Pritt1 ,7000000,Nairobi,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite in Rosslyn4 Bed Apar,62000000,"Rosslyn, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
1164 Bed Apartment with En Suite in Rosslyn4 Bed A,62000000,"Rosslyn, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite in Dennis Pritt2 Bed,11000000,Nairobi,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0192 Bed Apartment with En Suite in Dennis Pritt2 ,11000000,Nairobi,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with En Suite at FedhaStudio Apar,3000000,Embakasi,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
020Studio Apartment with En Suite at FedhaStudio A,3000000,Embakasi,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Ring Road3 Bed Ap,19800000,"Westlands Area, Westlands",3.0,4.0,158,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with En Suite at Ring Road3 Bed ,19800000,"Westlands Area, Westlands",3.0,4.0,158,2026-06-02,2026-06-02,129.491871,10,,
0141 Bed Apartment with Swimming Pool at Chania Av,6400000,Kilimani,1.0,1.0,61,2026-06-02,2026-06-02,129.491871,10,,
0151 Bed Apartment with Swimming Pool at Chania Av,8700000,Kilimani,1.0,1.0,83,2026-06-02,2026-06-02,129.491871,10,,
0162 Bed Apartment with En Suite at Chania Avenue2,11200000,Kilimani,2.0,2.0,107,2026-06-02,2026-06-02,129.491871,10,,
0142 Bed Apartment with En Suite at Chania Avenue2,11500000,Kilimani,2.0,3.0,110,2026-06-02,2026-06-02,129.491871,10,,
0141 Bed Apartment with Gym at Mararo Road1 Bed Ap,6500000,Lavington,1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
0142 Bed Apartment with En Suite at Mararo Road2 B,9500000,Lavington,2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Church Road2 Bed ,11700000,"Westlands Area, Westlands",2.0,2.0,120,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with En Suite at Church Road2 Be,11700000,"Westlands Area, Westlands",2.0,2.0,120,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with En Suite at Church Road3 Be,15200000,"Westlands Area, Westlands",3.0,3.0,120,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite at Muthangari Dri,17690000,"Westlands Area, Westlands",3.0,3.0,12914,2026-06-02,2026-06-02,129.491871,10,,
0201 Bed Apartment with Swimming Pool at St. Micha,7900000,"Westlands Area, Westlands",1.0,1.0,76,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at St. Michael'S Roa,21200000,"Westlands Area, Westlands",3.0,4.0,12945,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at St. Michael'S ,21200000,"Westlands Area, Westlands",3.0,4.0,12945,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with Swimming Pool at Muthithi ,7800000,"Westlands Area, Westlands",1.0,1.0,55,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool at Matundu Clo,4700000,"Westlands Area, Westlands",,1.0,3611,2026-06-02,2026-06-02,129.491871,10,,
018Studio Apartment with Swimming Pool at Matundu ,4700000,"Westlands Area, Westlands",,1.0,3611,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Matundu Close2 Be,10050000,"Westlands Area, Westlands",2.0,3.0,12535,2026-06-02,2026-06-02,129.491871,10,,
0182 Bed Apartment with En Suite at Matundu Close2,10050000,"Westlands Area, Westlands",2.0,3.0,12535,2026-06-02,2026-06-02,129.491871,10,,
0181 Bed Apartment with Swimming Pool at Matundu C,7350000,"Westlands Area, Westlands",1.0,1.0,6132,2026-06-02,2026-06-02,129.491871,10,,
0183 Bed Apartment with En Suite at Matundu Close3,21700000,"Westlands Area, Westlands",3.0,4.0,18089,2026-06-02,2026-06-02,129.491871,10,,
0173 Bed Apartment with En Suite at George Padimor,18100000,Kilimani,3.0,3.0,173,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite at George Padimor,14150000,Kilimani,3.0,2.0,135,2026-06-02,2026-06-02,129.491871,10,,
082 Bed Apartment with En Suite in Rhapta Road2 Be,15300000,"Rhapta Road, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with Gym at Muthithi Road1 Bed ,7000000,"Westlands Area, Westlands",1.0,1.0,50,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with En Suite at Westlands Road,12500000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with En Suite at Brookside Driv,14800000,"Westlands Area, Westlands",1.0,1.0,129,2026-06-02,2026-06-02,129.491871,10,,
0161 Bed Apartment with Swimming Pool at Peponi Ro,6100000,"Westlands Area, Westlands",1.0,1.0,52,2026-06-02,2026-06-02,129.491871,10,,
0151 Bed Apartment with Swimming Pool at Peponi Ro,9000000,"Westlands Area, Westlands",1.0,1.0,76,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite at Ring Road2 Bed,10500000,"Westlands Area, Westlands",2.0,2.0,80,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment with Swimming Pool at Ring Road1,8100000,"Westlands Area, Westlands",1.0,1.0,57,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with En Suite at Riverside Driv,8000000,"Riverside, Westlands",1.0,1.0,65,2026-06-02,2026-06-02,129.491871,10,,
072 Bed Apartment with En Suite in Rhapta Road2 Be,14800000,"Westlands Area, Westlands",1.0,1.0,129,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Kilimani2 Bed Apa,6800000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
032 Bed Apartment with En Suite at Kilimani2 Bed A,6800000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0122 Bed Apartment with En Suite at Mvuli Road2 Be,15300000,"Westlands Area, Westlands",2.0,4.0,139,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with En Suite at Othaya Road3 Be,24000000,Kileleshwa,3.0,4.0,205,2026-06-02,2026-06-02,129.491871,10,,
094 Bed Apartment with En Suite at Othaya Road4 Be,26000000,Kileleshwa,4.0,6.0,228,2026-06-02,2026-06-02,129.491871,10,,
017Studio Apartment with Swimming Pool at Mogotio ,6500000,"Westlands Area, Westlands",,1.0,4853,2026-06-02,2026-06-02,129.491871,10,,
073 Bed Apartment with En Suite at Mogotio Road3 B,17700000,"Westlands Area, Westlands",3.0,3.0,13995,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at Othaya Road4 B,23000000,Kileleshwa,4.0,5.0,230,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at Ndemi Road4 Be,26300000,Kilimani,4.0,5.0,230,2026-06-02,2026-06-02,129.491871,10,,
1153 Bed Apartment with En Suite in Riverside3 Bed,40000000,"Riverside, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Peponi Road3 Bed ,36000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Peponi Road3 B,36000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Off Peponi Road3 ,36000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Off Peponi Roa,36000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Peponi Road4 Bed ,63000000,"Westlands Area, Westlands",4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0184 Bed Apartment with En Suite at Peponi Road4 B,63000000,"Westlands Area, Westlands",4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with En Suite at Kindaruma RoadSt,3700000,Kilimani,123.0,1.0,34,2026-06-02,2026-06-02,129.491871,10,,
012Studio Apartment with En Suite at Kindaruma Roa,3700000,Kilimani,123.0,1.0,34,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with En Suite at Rhapta R,5100000,"Rhapta Road, Westlands",1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
010Serviced 1 Bed Apartment with En Suite at Rhapt,5100000,"Rhapta Road, Westlands",1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with Swimming Pool at Riverside,7300000,"Westlands Area, Westlands",1.0,1.0,61,2026-06-02,2026-06-02,129.491871,10,,
Serviced 2 Bed Apartment with En Suite at Riversid,16000000,"New landmark along Riverside drive, Westlands....",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0173 Bed Apartment with En Suite at Riverside Driv,21000000,"Westlands Area, Westlands",3.0,3.0,174,2026-06-02,2026-06-02,129.491871,10,,
0162 Bed Apartment with En Suite at George Padimor,9900000,Kilimani,2.0,2.0,94,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite in Brookside2 Bed Ap,15000000,Two bedroom for sale in Westlands,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite in Brookside2 Bed,15000000,Two bedroom for sale in Westlands,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Kirichwa Rd1 Bed ,6000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
051 Bed Apartment with En Suite at Kirichwa Rd1 Be,6000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Dennis Pritt4 Bed,21000000,4BR all Ensuite Kilimani Apartment on Sale,4.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
084 Bed Apartment with En Suite at Dennis Pritt4 B,21000000,4BR all Ensuite Kilimani Apartment on Sale,4.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment in General Mathenge4 Bed Apartment,43000000,"General Mathenge, Westlands",4.0,4.0,320,2026-06-02,2026-06-02,129.491871,10,,
0114 Bed Apartment in General Mathenge4 Bed Apartm,43000000,"General Mathenge, Westlands",4.0,4.0,320,2026-06-02,2026-06-02,129.491871,10,,
0111 Bed Apartment with Swimming Pool at Sports Ro,7600000,"Westlands Area, Westlands",1.0,1.0,6719,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Wood Avenue3 Bed ,15200000,Kilimani,3.0,3.0,134,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with En Suite at Wood Avenue3 Be,15200000,Kilimani,3.0,3.0,134,2026-06-02,2026-06-02,129.491871,10,,
081 Bed Apartment with Gym in Westlands Area1 Bed ,7000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0142 Bed Apartment with En Suite at Sports Road2 B,12500000,"Westlands Area, Westlands",2.0,2.0,1142,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool at Tebere Lane,5200000,Kileleshwa,,1.0,43,2026-06-02,2026-06-02,129.491871,10,,
09Studio Apartment with Swimming Pool at Tebere La,5200000,Kileleshwa,,1.0,43,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with Swimming Pool at Peponi Ro,6100000,"Westlands Area, Westlands",1.0,1.0,52,2026-06-02,2026-06-02,129.491871,10,,
0112 Bed Apartment with En Suite at Peponi Road2 B,13200000,"Westlands Area, Westlands",2.0,2.0,113,2026-06-02,2026-06-02,129.491871,10,,
Serviced 3 Bed Apartment with En Suite at Brooksid,23000000,Westlands- For Sale Modern 2 & 3BR apartments f...,3.0,4.0,168,2026-06-02,2026-06-02,129.491871,10,,
112Serviced 3 Bed Apartment with En Suite at Brook,23000000,Westlands- For Sale Modern 2 & 3BR apartments f...,3.0,4.0,168,2026-06-02,2026-06-02,129.491871,10,,
111Serviced 2 Bed Apartment with En Suite in Westl,6900000,"Luxury Apartments for Sale in Westlands, Nairob...",2.0,3.0,116,2026-06-02,2026-06-02,129.491871,10,,
0153 Bed Apartment with En Suite in Kileleshwa3 Be,24000000,"Luxury Apartments for Sale in Kileleshwa, Nairo...",3.0,4.0,367,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment in Riverside1 Bed Apartment in Riv,8300000,"Riverside, Westlands",1.0,,,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment in Riverside1 Bed Apartment in R,8300000,"Riverside, Westlands",1.0,,,2026-06-02,2026-06-02,129.491871,10,,
1204 Bed Apartment in Parklands4 Bed Apartment in ,24500000,"Parklands, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite at Nyeri Rd3 Bed ,16500000,Kileleshwa,3.0,5.0,155,2026-06-02,2026-06-02,129.491871,10,,
0172 Bed Apartment with En Suite at Mogotio Road2 ,22000000,"Westlands Area, Westlands",3.0,5.0,210,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite at Mogotio Road3 ,19500000,"Westlands Area, Westlands",3.0,4.0,150,2026-06-02,2026-06-02,129.491871,10,,
061 Bed Apartment with Gym at Suna Road1 Bed Apart,6000000,Kilimani,1.0,1.0,54,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with Swimming Pool at George Pa,6800000,Kilimani,1.0,1.0,65,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with En Suite at Riara Road3 Bed,13500000,Lavington,3.0,3.0,120,2026-06-02,2026-06-02,129.491871,10,,
012Serviced 2 Bed Apartment with En Suite at River,16000000,"New landmark along Riverside drive, Westlands....",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite at Muthangari Dri,8500000,"Westlands Area, Westlands",1.0,1.0,75,2026-06-02,2026-06-02,129.491871,10,,
0201 Bed Apartment with Swimming Pool at Raphta Ro,5200000,"Westlands Area, Westlands",1.0,1.0,5708,2026-06-02,2026-06-02,129.491871,10,,
0174 Bed Apartment with En Suite at Othaya Road4 B,24500000,Kileleshwa,4.0,6.0,270,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with En Suite at Ring Road2 Bed,10200000,"Westlands Area, Westlands",2.0,2.0,78,2026-06-02,2026-06-02,129.491871,10,,
0141 Bed Apartment with Swimming Pool at Sports Ro,7600000,"Westlands Area, Westlands",1.0,1.0,6719,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with Swimming Pool at Sports Ro,8500000,"Westlands Area, Westlands",1.0,1.0,769,2026-06-02,2026-06-02,129.491871,10,,
04Studio Apartment with Swimming Pool at Wood Aven,5200000,Kilimani,,1.0,43,2026-06-02,2026-06-02,129.491871,10,,
0175 Bed Apartment with En Suite at Brookside Driv,35600000,"Westlands Area, Westlands",5.0,7.0,365,2026-06-02,2026-06-02,129.491871,10,,
0174 Bed Apartment with En Suite at Brookside Driv,29000000,"Westlands Area, Westlands",4.0,6.0,275,2026-06-02,2026-06-02,129.491871,10,,
081 Bed Apartment with Swimming Pool at Peponi Roa,17250000,"Westlands Area, Westlands",2.0,3.0,149,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Kandara Road4 Bed,18000000,Kileleshwa,4.0,5.0,260,2026-06-02,2026-06-02,129.491871,10,,
074 Bed Apartment with En Suite at Kandara Road4 B,18000000,Kileleshwa,4.0,5.0,260,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Kandara Road3 Bed,15000000,Kileleshwa,3.0,4.0,186,2026-06-02,2026-06-02,129.491871,10,,
073 Bed Apartment with En Suite at Kandara Road3 B,15000000,Kileleshwa,3.0,4.0,186,2026-06-02,2026-06-02,129.491871,10,,
0161 Bed Apartment with Swimming Pool at Mogotio R,6830000,"Westlands Area, Westlands",1.0,1.0,56,2026-06-02,2026-06-02,129.491871,10,,
0131 Bed Apartment with Swimming Pool at Mogotio R,8230000,"Westlands Area, Westlands",1.0,1.0,82,2026-06-02,2026-06-02,129.491871,10,,
010Studio Apartment with Swimming Pool at Ring Roa,6200000,"Westlands Area, Westlands",,1.0,48,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment in Lavington1 Bed Apartment in Lav,5500000,Lavington,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
081 Bed Apartment in Lavington1 Bed Apartment in L,5500000,Lavington,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment in Ngong Road1 Bed Apartment in Ng,5600000,Ngong Road,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
1161 Bed Apartment in Ngong Road1 Bed Apartment in,5600000,Ngong Road,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
0112 Bed Apartment with En Suite in Kileleshwa2 Be,9900000,Kileleshwa,2.0,2.0,110,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite in Kileleshwa4 Be,26000000,Kileleshwa,4.0,5.0,4228...,2026-06-02,2026-06-02,129.491871,10,,
083 Bed Apartment with En Suite at Mandera Road3 B,19500000,Kileleshwa,3.0,4.0,203,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with En Suite at Mawensi ,11500000,Upper Hill,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
017Serviced 1 Bed Apartment with En Suite at Mawen,11500000,Upper Hill,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Gym in Rhapta Road1 Bed Apart,7700000,"Rhapta Road, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
081 Bed Apartment with Gym in Rhapta Road1 Bed Apa,7700000,"Rhapta Road, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
023Furnished 1 Bed Apartment with En Suite in Kili,6500000,Kilimani,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Gym in Westlands Area1 Bed Ap,7500000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment with Gym in Westlands Area1 Bed ,7500000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite at Peponi Road2 B,13200000,"Westlands Area, Westlands",2.0,2.0,113,2026-06-02,2026-06-02,129.491871,10,,
0123 Bed Apartment with En Suite at Riverside Driv,23300000,"Westlands Area, Westlands",3.0,4.0,200,2026-06-02,2026-06-02,129.491871,10,,
0161 Bed Apartment with Swimming Pool at Riverside,7900000,"Westlands Area, Westlands",1.0,1.0,66,2026-06-02,2026-06-02,129.491871,10,,
0205 Bed Apartment with En Suite at Ndemi Road5 Be,62500000,Kilimani,5.0,7.0,446,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Gym at Church Road2 Bed Apart,10700000,"Westlands Area, Westlands",2.0,2.0,110,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with Gym at Church Road2 Bed Apa,10700000,"Westlands Area, Westlands",2.0,2.0,110,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Gym at Kindaruma RoadStudio ,3700000,Kilimani,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
016Studio Apartment with Gym at Kindaruma RoadStud,3700000,Kilimani,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Gym in Kilimani1 Bed Apartmen,6100000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0161 Bed Apartment with Gym in Kilimani1 Bed Apart,6100000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Staff Quarters in Kilimani2 B,12000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0162 Bed Apartment with Staff Quarters in Kilimani,12000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0251 Bed Apartment with En Suite in Kileleshwa1 Be,6090000,Kileleshwa,1.0,1.0,58,2026-06-02,2026-06-02,129.491871,10,,
0103 Bed Apartment with En Suite at Kileleshwa3 Be,27500000,Kileleshwa,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at City Park3 Bed Ap,16000000,"Parklands, Westlands",3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0123 Bed Apartment with En Suite at City Park3 Bed,16000000,"Parklands, Westlands",3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
5 Bed Apartment with En Suite at Othaya Road5 Bed ,41000000,Kileleshwa,5.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0155 Bed Apartment with En Suite at Othaya Road5 B,41000000,Kileleshwa,5.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
082 Bed Apartment with En Suite at Muthithi Road2 ,13050000,"Westlands Area, Westlands",2.0,2.0,116,2026-06-02,2026-06-02,129.491871,10,,
0201 Bed Apartment with En Suite at Rhapta Road1 B,5700000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
014Serviced 2 Bed Apartment with En Suite in Lavin,8500000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at St. Michael'S Roa,23300000,"Westlands Area, Westlands",4.0,5.0,242,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at St. Michael'S ,23300000,"Westlands Area, Westlands",4.0,5.0,242,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with Swimming Pool at Muthithi ,7850000,"Westlands Area, Westlands",1.0,1.0,64,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with En Suite at Kirichwa,6700000,Kilimani,1.0,1.0,65,2026-06-02,2026-06-02,129.491871,10,,
07Serviced 1 Bed Apartment with En Suite at Kirich,6700000,Kilimani,1.0,1.0,65,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with En Suite at Wood Avenue2 Be,8500000,Lavington,2.0,3.0,76,2026-06-02,2026-06-02,129.491871,10,,
08Studio Apartment with Swimming Pool at Muthangar,6700000,"Westlands Area, Westlands",,1.0,41,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Brookside Drive1 ,8200000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0201 Bed Apartment with En Suite at Brookside Driv,8200000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite at Brookside Driv,13000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with En Suite at Brookside Drive,10500000,"Westlands Area, Westlands",2.0,3.0,91,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment with Swimming Pool at Brookside ,7900000,"Westlands Area, Westlands",1.0,1.0,71,2026-06-02,2026-06-02,129.491871,10,,
5 Bed Apartment with En Suite at Ndemi Road5 Bed A,62500000,Kilimani,5.0,7.0,446,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with Swimming Pool in Kilimani2,5200000,"Westlands Area, Westlands",1.0,1.0,5708,2026-06-02,2026-06-02,129.491871,10,,
018Studio Apartment with Swimming Pool in Kasarani,2700000,Studio Apartment with Swimming Pool in Kasarani,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
